Frequency ID,Real Part,Imaginary Part
49848,-3.2902389648370445e-05,2829.984375
45752,-3.290239328634925e-05,5021.35888671875
46008,-3.290239692432806e-05,12460.537109375
64952,-3.2902400562306866e-05,-2029.1002197265625
36280,-3.290240420028567e-05,6460.8603515625
4280,-3.290240783826448e-05,7761.880859375
52664,-3.290241147624329e-05,-580.9666137695312
12216,-3.2902415114222094e-05,-4046.309326171875
42680,-3.29024187522009e-05,-27944.033203125
57016,-3.290242239017971e-05,3743.597900390625
6584,-3.2902426028158516e-05,-5200.9111328125
31416,-3.290242966613732e-05,-15.071702003479004
42936,-3.290243330411613e-05,-11998.0458984375
62136,-3.290243694209494e-05,11270.0615234375
21688,-3.2902440580073744e-05,-12617.494140625
59832,-3.290244421805255e-05,7495.2783203125
7096,-3.290244785603136e-05,-7501.0908203125
49336,-3.2902451494010165e-05,11945.708984375
42168,-3.290245513198897e-05,8771.8408203125
62648,-3.290245876996778e-05,-13710.3955078125
3768,-3.2902462407946587e-05,20404.83984375
27832,-3.2902466045925394e-05,4759.36328125
48568,-3.29024696839042e-05,1372.0872802734375
26552,-3.290247332188301e-05,4160.98291015625
696,-3.2902476959861815e-05,3606.66650390625
24504,-3.290248059784062e-05,-6881.70068359375
14008,-3.290248423581943e-05,1935.12744140625
58040,-3.2902487873798236e-05,5924.83642578125
39608,-3.290249151177704e-05,-301.05926513671875
49336,-3.290249514975585e-05,-25932.509765625
64696,-3.290249878773466e-05,-5001.31884765625
1720,-3.2902502425713465e-05,-3784.9501953125
52664,-3.290250606369227e-05,-12251.9716796875
4536,-3.290250970167108e-05,5442.23291015625
12216,-3.2902513339649886e-05,-9254.2099609375
45496,-3.290251697762869e-05,7986.6396484375
27832,-3.29025206156075e-05,5489.09619140625
17336,-3.290252425358631e-05,167.02426147460938
4280,-3.2902527891565114e-05,-662.9237670898438
36536,-3.290253152954392e-05,6104.96533203125
26808,-3.290253516752273e-05,-18384.5234375
27064,-3.2902538805501536e-05,103.43204498291016
29880,-3.290254244348034e-05,-5015.43896484375
43448,-3.290254608145915e-05,1061.821533203125
40632,-3.290254971943796e-05,16888.103515625
55224,-3.2902553357416764e-05,728.3663330078125
9144,-3.290255699539557e-05,11095.7802734375
62136,-3.290256063337438e-05,4477.00732421875
62648,-3.2902564271353185e-05,-5560.4365234375
22456,-3.290256790933199e-05,6591.6025390625
44728,-3.29025715473108e-05,1884.72119140625
47544,-3.2902575185289606e-05,16505.708984375
14008,-3.2902578823268414e-05,-12180.7685546875
52152,-3.290258246124722e-05,5967.21728515625
13240,-3.290258609922603e-05,6618.08154296875
63160,-3.2902589737204835e-05,5108.45556640625
17080,-3.290259337518364e-05,31458.212890625
46520,-3.290259701316245e-05,6096.75537109375
23480,-3.2902600651141256e-05,6901.2841796875
38072,-3.290260428912006e-05,-5203.681640625
24504,-3.290260792709887e-05,2993.91162109375
53944,-3.290261156507768e-05,1449.384521484375
60600,-3.2902615203056484e-05,3001.241943359375
4024,-3.290261884103529e-05,25088.81640625
31160,-3.29026224790141e-05,3908.665771484375
27576,-3.2902626116992906e-05,4742.13916015625
41656,-3.290262975497171e-05,-19776.177734375
8632,-3.290263339295052e-05,-14268.1220703125
59576,-3.290263703092933e-05,-2132.112060546875
31672,-3.2902640668908134e-05,5321.89794921875
48568,-3.290264430688694e-05,854.674072265625
32184,-3.290264794486575e-05,1867.3443603515625
38840,-3.2902651582844555e-05,1031.501953125
54712,-3.290265522082336e-05,-1541.537841796875
16568,-3.290265885880217e-05,70758.0390625
3256,-3.290266249678098e-05,-6726.02099609375
51128,-3.2902666134759784e-05,3567.491455078125
23480,-3.290266977273859e-05,-3842.64990234375
56760,-3.29026734107174e-05,-994.5592041015625
42680,-3.2902677048696205e-05,4814.6357421875
27576,-3.290268068667501e-05,4373.73583984375
29880,-3.290268432465382e-05,2863.6826171875
38328,-3.2902687962632626e-05,-2718.471435546875
15544,-3.290269160061143e-05,13301.8232421875
2488,-3.290269523859024e-05,5360.38623046875
10424,-3.290269887656905e-05,-7498.35986328125
58552,-3.2902702514547855e-05,12512.736328125
21176,-3.290270615252666e-05,-45521.55078125
59576,-3.290270979050547e-05,2309.56005859375
26552,-3.2902713428484276e-05,3601.923583984375
55736,-3.290271706646308e-05,-2442.1845703125
14776,-3.290272070444189e-05,1357.9901123046875
26040,-3.29027243424207e-05,23985.6640625
5560,-3.2902727980399504e-05,14436.97265625
51640,-3.290273161837831e-05,4555.8740234375
36792,-3.290273525635712e-05,7451.8740234375
12216,-3.2902738894335926e-05,3624.39208984375
30904,-3.290274253231473e-05,-5351.552734375
23480,-3.290274617029354e-05,1676.944091796875
62648,-3.290274980827235e-05,-7943.357421875
12728,-3.2902753446251154e-05,3920.7138671875
10168,-3.290275708422996e-05,-8743.8359375
42168,-3.290276072220877e-05,1732.4815673828125
42680,-3.2902764360187575e-05,-1237.00390625
26552,-3.290276799816638e-05,7358.2998046875
24504,-3.290277163614519e-05,-5991.49169921875
15288,-3.2902775274123996e-05,1676.2861328125
18360,-3.2902778912102804e-05,4452.45458984375
61368,-3.290278255008161e-05,5572.68115234375
1208,-3.290278618806042e-05,-2767.71630859375
11192,-3.2902789826039225e-05,7108.4775390625
49592,-3.290279346401803e-05,-7536.09716796875
14776,-3.290279710199684e-05,3098.499267578125
952,-3.2902800739975646e-05,2903.5595703125
51896,-3.290280437795445e-05,-1222.0489501953125
53432,-3.290280801593326e-05,-15322.083984375
6072,-3.290281165391207e-05,6643.58642578125
29624,-3.2902815291890875e-05,11213.78125
47032,-3.290281892986968e-05,7368.3095703125
4280,-3.290282256784849e-05,-11120.94140625
59576,-3.2902826205827296e-05,-3575.59912109375
32952,-3.29028298438061e-05,-324.6214294433594
29880,-3.290283348178491e-05,-26718.263671875
7096,-3.290283711976372e-05,4969.8671875
29368,-3.2902840757742524e-05,-3555.177734375
6840,-3.290284439572133e-05,-8025.80419921875
19640,-3.290284803370014e-05,-18377.640625
17336,-3.2902851671678945e-05,-1779.5037841796875
1720,-3.290285530965775e-05,8912.4482421875
14264,-3.290285894763656e-05,8451.7998046875
28088,-3.290286258561537e-05,8121.64794921875
26040,-3.2902866223594174e-05,-851.449462890625
55992,-3.290286986157298e-05,-1323.319580078125
48568,-3.290287349955179e-05,-3807.530517578125
28344,-3.2902877137530595e-05,4684.7177734375
26296,-3.29028807755094e-05,10295.484375
65464,-3.290288441348821e-05,-1192.016845703125
24760,-3.2902888051467016e-05,4607.23876953125
9400,-3.2902891689445823e-05,-11760.064453125
50872,-3.290289532742463e-05,-6014.32080078125
62904,-3.290289896540344e-05,5229.15185546875
27832,-3.2902902603382245e-05,2939.408447265625
16824,-3.290290624136105e-05,8396.6552734375
35768,-3.290290987933986e-05,-7273.37548828125
59064,-3.2902913517318666e-05,8374.8203125
63416,-3.290291715529747e-05,2185.43994140625
17080,-3.290292079327628e-05,1312.14013671875
8632,-3.290292443125509e-05,985.1392211914062
6328,-3.2902928069233894e-05,-3878.3583984375
18104,-3.29029317072127e-05,3615.711181640625
19896,-3.290293534519151e-05,8247.5751953125
50104,-3.2902938983170316e-05,-9967.5458984375
58808,-3.290294262114912e-05,4194.41162109375
38584,-3.290294625912793e-05,162.89590454101562
28856,-3.290294989710674e-05,8162.8037109375
62392,-3.2902953535085544e-05,10718.9921875
7352,-3.290295717306435e-05,4930.39453125
32184,-3.290296081104316e-05,5659.5341796875
33720,-3.2902964449021965e-05,19053.79296875
61112,-3.290296808700077e-05,55070.2890625
21432,-3.290297172497958e-05,4442.154296875
37560,-3.2902975362958387e-05,7150.2216796875
60856,-3.2902979000937194e-05,4957.32763671875
21432,-3.2902982638916e-05,22450.189453125
33464,-3.290298627689481e-05,3313.739013671875
7096,-3.2902989914873615e-05,5799.4345703125
19384,-3.290299355285242e-05,4263.29736328125
14776,-3.290299719083123e-05,21955.064453125
43192,-3.2903000828810036e-05,7745.6884765625
35512,-3.290300446678884e-05,63.01262664794922
184,-3.290300810476765e-05,3315.172119140625
16824,-3.290301174274646e-05,15953.5185546875
13240,-3.2903015380725265e-05,1838.1961669921875
43448,-3.290301901870407e-05,-31556.361328125
62392,-3.290302265668288e-05,3490.56884765625
6328,-3.2903026294661686e-05,-4507.12060546875
58552,-3.290302993264049e-05,-2803.41845703125
7608,-3.29030335706193e-05,3878.41845703125
40888,-3.290303720859811e-05,2414.6962890625
39352,-3.2903040846576914e-05,-807.10107421875
28088,-3.290304448455572e-05,291.30230712890625
3512,-3.290304812253453e-05,9826.578125
10936,-3.2903051760513335e-05,-315.8764343261719
696,-3.290305539849214e-05,3308.63232421875
48312,-3.290305903647095e-05,1566.4217529296875
15288,-3.290306267444976e-05,976.6204833984375
18872,-3.2903066312428564e-05,229.44090270996094
30904,-3.290306995040737e-05,800.3357543945312
1208,-3.290307358838618e-05,10131.6796875
18104,-3.2903077226364985e-05,-2550.05712890625
12472,-3.290308086434379e-05,-4975.58740234375
57784,-3.29030845023226e-05,6359.38720703125
10936,-3.2903088140301406e-05,-2750.534423828125
44728,-3.2903091778280213e-05,3815.859130859375
19896,-3.290309541625902e-05,-5334.08837890625
35256,-3.290309905423783e-05,1506.0418701171875
5048,-3.2903102692216635e-05,-7651.72705078125
60856,-3.290310633019544e-05,261.98095703125
11192,-3.290310996817425e-05,2664.037109375
1208,-3.2903113606153056e-05,452.128662109375
9656,-3.290311724413186e-05,-72.6615982055664
26808,-3.290312088211067e-05,-10011.4443359375
53176,-3.290312452008948e-05,-7444.18505859375
8888,-3.2903128158068284e-05,6884.18310546875
32696,-3.290313179604709e-05,7580.01953125
19640,-3.29031354340259e-05,2109.808349609375
52920,-3.2903139072004706e-05,-13862.525390625
55992,-3.290314270998351e-05,4942.8974609375
48824,-3.290314634796232e-05,-4254.51708984375
54712,-3.290314998594113e-05,13077.158203125
62904,-3.2903153623919934e-05,-31036.09375
45752,-3.290315726189874e-05,-879.8009033203125
3512,-3.290316089987755e-05,4636.80322265625
55992,-3.2903164537856355e-05,1298.2540283203125
44472,-3.290316817583516e-05,5802.6337890625
54968,-3.290317181381397e-05,2225.9052734375
54456,-3.2903175451792777e-05,-3010.380126953125
18104,-3.2903179089771584e-05,4363.52001953125
30136,-3.290318272775039e-05,-6029.4755859375
9656,-3.29031863657292e-05,11229.7119140625
35768,-3.2903190003708005e-05,9133.451171875
39352,-3.290319364168681e-05,-830.3521118164062
25016,-3.290319727966562e-05,4521.9482421875
31416,-3.2903200917644426e-05,4989.876953125
49592,-3.290320455562323e-05,6647.22998046875
52152,-3.290320819360204e-05,7770.681640625
40376,-3.290321183158085e-05,8931.7255859375
2488,-3.2903215469559655e-05,-2718.798828125
63672,-3.290321910753846e-05,-5647.984375
14520,-3.290322274551727e-05,347.3782043457031
41656,-3.2903226383496076e-05,3669.05810546875
41912,-3.290323002147488e-05,-11338.328125
37304,-3.290323365945369e-05,13970.18359375
30648,-3.29032372974325e-05,4998.33447265625
20664,-3.2903240935411304e-05,-13194.2294921875
63160,-3.290324457339011e-05,-2540.212890625
30648,-3.290324821136892e-05,22630.365234375
27576,-3.2903251849347726e-05,4087.3447265625
42168,-3.290325548732653e-05,30601.751953125
10680,-3.290325912530534e-05,8528.654296875
4280,-3.290326276328415e-05,3457.43408203125
33208,-3.2903266401262954e-05,7555.19287109375
50616,-3.290327003924176e-05,-1331.7142333984375
59320,-3.290327367722057e-05,-7691.6181640625
33976,-3.2903277315199375e-05,21055.26171875
26552,-3.290328095317818e-05,4322.24365234375
22456,-3.290328459115699e-05,-1997.2689208984375
62136,-3.2903288229135796e-05,1901.0269775390625
46776,-3.2903291867114604e-05,-10596.5576171875
13240,-3.290329550509341e-05,-5463.927734375
53944,-3.290329914307222e-05,-8551.2734375
22456,-3.2903302781051025e-05,995.046142578125
30904,-3.290330641902983e-05,1456.0751953125
52664,-3.290331005700864e-05,8297.958984375
39608,-3.2903313694987446e-05,4403.90576171875
43448,-3.290331733296625e-05,-648.1400756835938
49848,-3.290332097094506e-05,10720.4169921875
27832,-3.290332460892387e-05,1895.7435302734375
57784,-3.2903328246902674e-05,-6602.79541015625
63416,-3.290333188488148e-05,12262.54296875
53176,-3.290333552286029e-05,-4359.2744140625
42168,-3.2903339160839096e-05,-5874.2626953125
14264,-3.29033427988179e-05,-4507.07958984375
21688,-3.290334643679671e-05,-2700.929931640625
26808,-3.290335007477552e-05,7035.728515625
24504,-3.2903353712754324e-05,4340.99951171875
58296,-3.290335735073313e-05,-3276.41259765625
184,-3.290336098871194e-05,927.0144653320312
7096,-3.2903364626690745e-05,2389.89892578125
61624,-3.290336826466955e-05,-4851.419921875
28856,-3.290337190264836e-05,-603.1324462890625
10168,-3.290337554062717e-05,2264.464111328125
41656,-3.2903379178605974e-05,-8596.1923828125
22456,-3.290338281658478e-05,11012.125
35000,-3.290338645456359e-05,-35529.09375
14264,-3.2903390092542395e-05,12186.5791015625
53944,-3.29033937305212e-05,10772.83203125
7352,-3.290339736850001e-05,4087.78466796875
4536,-3.2903401006478816e-05,-4885.51220703125
26552,-3.290340464445762e-05,1096.2099609375
19640,-3.290340828243643e-05,-3351.37451171875
2488,-3.290341192041524e-05,-19532.931640625
5816,-3.2903415558394045e-05,-2526.797607421875
57784,-3.290341919637285e-05,-4606.87841796875
16312,-3.290342283435166e-05,-378.1090393066406
22200,-3.2903426472330466e-05,3364.474853515625
60344,-3.290343011030927e-05,4025.405517578125
42168,-3.290343374828808e-05,-1583.7236328125
47544,-3.290343738626689e-05,5476.279296875
9656,-3.2903441024245694e-05,-21027.3984375
54712,-3.29034446622245e-05,-5017.19384765625
2232,-3.290344830020331e-05,10957.189453125
4024,-3.2903451938182116e-05,1877.5267333984375
57016,-3.290345557616092e-05,5400.70166015625
48056,-3.290345921413973e-05,10757.4833984375
14264,-3.290346285211854e-05,1825.140625
37816,-3.2903466490097344e-05,3333.96142578125
36536,-3.290347012807615e-05,-2286.379638671875
29880,-3.290347376605496e-05,-12124.751953125
43448,-3.2903477404033765e-05,4198.75634765625
63160,-3.290348104201257e-05,4235.80810546875
55736,-3.290348467999138e-05,-14408.5498046875
12984,-3.2903488317970186e-05,-5882.40185546875
23736,-3.2903491955948994e-05,3350.73388671875
4280,-3.29034955939278e-05,-522.617919921875
57784,-3.290349923190661e-05,1324.525146484375
11448,-3.2903502869885415e-05,3225.911376953125
18616,-3.290350650786422e-05,10152.3134765625
33720,-3.290351014584303e-05,-7027.0791015625
33208,-3.2903513783821836e-05,-1513.57470703125
58040,-3.290351742180064e-05,4623.8994140625
39864,-3.290352105977945e-05,-4890.96044921875
32440,-3.290352469775826e-05,-4776.294921875
31672,-3.2903528335737064e-05,4715.30224609375
61624,-3.290353197371587e-05,3990.94873046875
19640,-3.290353561169468e-05,-4862.58056640625
27576,-3.2903539249673486e-05,-1172.995849609375
7864,-3.290354288765229e-05,3407.800537109375
28856,-3.29035465256311e-05,-16221.1494140625
7864,-3.290355016360991e-05,4638.5419921875
57784,-3.2903553801588714e-05,-2510.52783203125
3000,-3.290355743956752e-05,-4336.44775390625
62136,-3.290356107754633e-05,-2353.266845703125
57784,-3.2903564715525135e-05,-10.546483993530273
57784,-3.290356835350394e-05,-8681.1630859375
51384,-3.290357199148275e-05,4146.849609375
28856,-3.290357562946156e-05,-10989.8798828125
11960,-3.2903579267440364e-05,4867.29736328125
1464,-3.290358290541917e-05,11078.7197265625
38072,-3.290358654339798e-05,-6471.5078125
37304,-3.2903590181376785e-05,-4843.9306640625
17080,-3.290359381935559e-05,3507.7841796875
21944,-3.29035974573344e-05,5596.38916015625
50616,-3.2903601095313206e-05,3312.447021484375
29880,-3.2903604733292013e-05,1062.0943603515625
45240,-3.290360837127082e-05,6408.9443359375
696,-3.290361200924963e-05,6934.98193359375
21944,-3.2903615647228435e-05,-6647.1865234375
14264,-3.290361928520724e-05,-34528.8203125
9144,-3.290362292318605e-05,7306.97021484375
24248,-3.2903626561164856e-05,3734.363525390625
52920,-3.290363019914366e-05,6220.65478515625
8376,-3.290363383712247e-05,-4083.53271484375
33464,-3.290363747510128e-05,-937.6953125
24760,-3.2903641113080084e-05,-7350.541015625
23224,-3.290364475105889e-05,-5127.97900390625
12984,-3.29036483890377e-05,-5462.08984375
17592,-3.2903652027016506e-05,-6655.8310546875
47288,-3.290365566499531e-05,-3200.96923828125
11448,-3.290365930297412e-05,4462.94921875
32184,-3.290366294095293e-05,3965.593017578125
63672,-3.2903666578931734e-05,7936.365234375
61880,-3.290367021691054e-05,-6884.62744140625
57784,-3.290367385488935e-05,-17744.810546875
58552,-3.2903677492868155e-05,-1308.168701171875
8632,-3.290368113084696e-05,-8962.9833984375
60088,-3.290368476882577e-05,-3126.852783203125
61624,-3.2903688406804577e-05,6450.55126953125
23480,-3.2903692044783384e-05,-6114.7275390625
56504,-3.290369568276219e-05,8056.001953125
41400,-3.2903699320741e-05,-7774.958984375
51896,-3.2903702958719805e-05,-1169.690673828125
55480,-3.290370659669861e-05,-18068.4375
58040,-3.290371023467742e-05,-5403.66259765625
9400,-3.2903713872656226e-05,3824.765380859375
49592,-3.290371751063503e-05,13455.85546875
51896,-3.290372114861384e-05,-1155.4779052734375
59320,-3.290372478659265e-05,5730.60546875
3768,-3.2903728424571455e-05,-3404.577880859375
20920,-3.290373206255026e-05,-19281.138671875
9656,-3.290373570052907e-05,2873.83740234375
6072,-3.2903739338507876e-05,-2590.92333984375
12472,-3.290374297648668e-05,3910.727294921875
49848,-3.290374661446549e-05,-2667.472412109375
51384,-3.29037502524443e-05,3501.7822265625
12216,-3.2903753890423104e-05,-10168.779296875
12984,-3.290375752840191e-05,56480.05078125
60856,-3.290376116638072e-05,13345.17578125
56248,-3.2903764804359525e-05,-8699.1171875
39864,-3.290376844233833e-05,-5055.7509765625
54712,-3.290377208031714e-05,4241.76806640625
32952,-3.290377571829595e-05,-3986.970458984375
63416,-3.2903779356274754e-05,-8407.462890625
22456,-3.290378299425356e-05,-87523.6171875
37048,-3.290378663223237e-05,-19441.392578125
59320,-3.2903790270211175e-05,9914.9189453125
14008,-3.290379390818998e-05,-222.6426239013672
5560,-3.290379754616879e-05,12424.5703125
46520,-3.2903801184147596e-05,-5673.79248046875
20152,-3.2903804822126403e-05,-21883.634765625
32440,-3.290380846010521e-05,23897.033203125
59064,-3.290381209808402e-05,-35263.3046875
54456,-3.2903815736062825e-05,10613.6884765625
48568,-3.290381937404163e-05,6039.5087890625
60088,-3.290382301202044e-05,-25710.720703125
31416,-3.2903826649999246e-05,5408.83447265625
29880,-3.290383028797805e-05,-65628.3984375
43448,-3.290383392595686e-05,5557.791015625
2232,-3.290383756393567e-05,18719.271484375
18872,-3.2903841201914474e-05,-8257.2529296875
44984,-3.290384483989328e-05,20345.6484375
30904,-3.290384847787209e-05,6868.73193359375
21944,-3.2903852115850896e-05,-8330.056640625
21432,-3.29038557538297e-05,3969.886474609375
53176,-3.290385939180851e-05,1379.7489013671875
31672,-3.290386302978732e-05,9983.6650390625
28600,-3.2903866667766124e-05,3620.7470703125
13240,-3.290387030574493e-05,3827.306396484375
10424,-3.290387394372374e-05,5059.9013671875
19128,-3.2903877581702545e-05,4418.64697265625
43960,-3.290388121968135e-05,8045.779296875
45752,-3.290388485766016e-05,-3511.15576171875
18616,-3.2903888495638967e-05,4676.28271484375
17848,-3.2903892133617774e-05,31697.875
10680,-3.290389577159658e-05,9267.8642578125
40120,-3.290389940957539e-05,6494.138671875
63160,-3.2903903047554195e-05,-5605.81298828125
22200,-3.2903906685533e-05,5898.87109375
33464,-3.290391032351181e-05,4722.57373046875
63672,-3.2903913961490616e-05,5706.5849609375
5560,-3.290391759946942e-05,-55515.125
50872,-3.290392123744823e-05,-3120.201416015625
7864,-3.290392487542704e-05,6805.69287109375
